"מקט פריט","תיאור עברית","תיאור אנגלית","קיים?","מחיר ספק","קטגוריה","אחוז רווח","CBM","יחידות בקרטון","חסרים"
"455-2400-22","מפיות תלת שכבתיות דגם A22 ( 20 יחי') ארוז 12 בקרטון","Napkins 3 ply A22 design (packed 20) 12 in a case","כן","3.78","-","20","0.008","1","הכל בסדר"
"455-2400-23","מפיות תלת שכבתיות דגם A23 ( 20 יחי') ארוז 12 בקרטון","Napkins 3 ply A23 design (packed 20) 12 in a case","כן","3.78","-","20","0.008","1","הכל בסדר"
"455-2400-24","מפיות תלת שכבתיות דגם A24 ( 20 יחי') ארוז 12 בקרטון","Napkins 3 ply A24 design (packed 20) 12 in a case","כן","3.78","-","20","0.008","1","הכל בסדר"
"455-2400-25","מפיות תלת שכבתיות דגם A25 ( 20 יחי') ארוז 12 בקרטון","Napkins 3 ply A25 design (packed 20) 12 in a case","כן","3.78","-","20","0.008","1","הכל בסדר"
"455-2400-3","מפיות תלת שכבתיות דגם A3 ( 20 יחי') ארוז 12 בקרטון","Napkins 3 ply A3 design (packed 20) 12 in a case","כן","3.78","-","20","0.008","1","הכל בסדר"
"455-2400-4","מפיות תלת שכבתיות דגם A4 ( 20 יחי') ארוז 12 בקרטון","Napkins 3 ply A4 design (packed 20) 12 in a case","כן","3.78","-","20","0.008","1","הכל בסדר"
"455-2400-5","מפיות תלת שכבתיות דגם A5 ( 20 יחי') ארוז 12 בקרטון","Napkins 3 ply A5 design (packed 20) 12 in a case","כן","3.78","-","20","0.008","1","הכל בסדר"
"455-2400-6","מפיות תלת שכבתיות דגם A6 ( 20 יחי') ארוז 12 בקרטון","Napkins 3 ply A6 design (packed 20) 12 in a case","כן","3.78","-","20","0.008","1","הכל בסדר"
"455-2400-7","מפיות תלת שכבתיות דגם A7 ( 20 יחי') ארוז 12 בקרטון","Napkins 3 ply A7 design (packed 20) 12 in a case","כן","3.78","-","20","0.008","1","הכל בסדר"
"455-2400-8","מפיות תלת שכבתיות דגם A8 ( 20 יחי') ארוז 12 בקרטון","Napkins 3 ply A8 design (packed 20) 12 in a case","כן","3.78","-","20","0.008","1","הכל בסדר"
"455-2400-9","מפיות תלת שכבתיות דגם A9 ( 20 יחי') ארוז 12 בקרטון","Napkins 3 ply A9 design (packed 20) 12 in a case","כן","3.78","-","20","0.008","1","הכל בסדר"
"455-2401-1","מפיות מוטבעות תלת שכבתיות דגם A1 ( 20 יחי') ארוז 12 בקרטון","Embossed Napkins 3 ply A1 design (packed 20) 12 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"455-2401-10","מפיות מוטבעות תלת שכבתיות דגם A10 ( 20 יחי') ארוז 12 בקרטון","Embossed Napkins 3 ply A10 design (packed 20) 12 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"455-2401-2","מפיות מוטבעות תלת שכבתיות דגם A2 ( 20 יחי') ארוז 12 בקרטון","Embossed Napkins 3 ply A2 design (packed 20) 12 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"455-2401-3","מפיות מוטבעות תלת שכבתיות דגם A3 ( 20 יחי') ארוז 12 בקרטון","Embossed Napkins 3 ply A3 design (packed 20) 12 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"455-2401-4","מפיות מוטבעות תלת שכבתיות דגם A4 ( 20 יחי') ארוז 12 בקרטון","Embossed Napkins 3 ply A4 design (packed 20) 12 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"455-2401-5","מפיות מוטבעות תלת שכבתיות דגם A5 ( 20 יחי') ארוז 12 בקרטון","Embossed Napkins 3 ply A5 design (packed 20) 12 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"455-2401-6","מפיות מוטבעות תלת שכבתיות דגם A6 ( 20 יחי') ארוז 12 בקרטון","Embossed Napkins 3 ply A6 design (packed 20) 12 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"455-2401-7","מפיות מוטבעות תלת שכבתיות דגם A7 ( 20 יחי') ארוז 12 בקרטון","Embossed Napkins 3 ply A7 design (packed 20) 12 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"455-2401-8","מפיות מוטבעות תלת שכבתיות דגם A8 ( 20 יחי') ארוז 12 בקרטון","Embossed Napkins 3 ply A8 design (packed 20) 12 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"455-2401-9","מפיות מוטבעות תלת שכבתיות דגם A9 ( 20 יחי') ארוז 12 בקרטון","Embossed Napkins 3 ply A9 design (packed 20) 12 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"500-30150008","ניילון נצמד 30CM 150M 8Mic(ארוז 12 בקרטון)","PE Cling Flim 30CM 150M 9Mic (packed 12)","כן","13","-","15","0.034","12","הכל בסדר"
"500-30150009","ניילון נצמד 30CM 150M 9Mic(ארוז 12 בקרטון)","PE Cling Flim 30CM 150M 9Mic (packed 12)","כן","12.6","-","15","0.034","12","הכל בסדר"
"500-45150009","ניילון נצמד 45CM 150M 9Mic(ארוז 12 בקרטון)","PE Cling Flim 45CM 150M 9Mic (packed 12)","כן","-","-","-","0.05","12","מחיר ספק; קטגוריה"
"500-8700","שקיות זיפלוק 60 מיקרון 20*18 ס"מ(50 יח') ארוז 12 בקרטון","double zipper 60mic 18*20cm(packed 50) 12 in a case","כן","8.18","-","15","0.017","12","הכל בסדר"
"500-8701","שקיות זיפלוק 60 מיקרון 28*27 ס"מ(35 יח') ארוז 12 בקרטון","double zipper 60mic 27*28cm(packed 35) 12 in a case","כן","10.22","-","15","0.024","12","הכל בסדר"
"500-8702","שקיות זיפלוק ב-2 גדלים (30+20) ארוז 24 בקרטון","2 sizes ziploc bag (packed 30+20) 24 in a case","כן","23.9","-","15","0.051","24","הכל בסדר"
"500-8703","שקיות זיפלוק 60 מיקרון 35*30 ס"מ(30 יח') ארוז 12 בקרטון","double zipper 60mic 30*35cm(packed 30) 12 in a case","כן","11.34","-","15","0.026","12","הכל בסדר"
"500-8704","שקיות זיפלוק 60 מיקרון 37*19 ס"מ(50 יח') ארוז 12 בקרטון","double zipper 60mic 19*37cm(packed 50) 12 in a case","כן","11.97","-","15","0.018","12","הכל בסדר"
"500-8900","שקיות אוכל 5 מיק ארוז 100 (100*10*20 בקרטון)","Sandwich Bag 5 Mic, packed 100 (100*10*20 in a case)","לא","-","-","-","-","-","פריט לא קיים במערכת"
"500-8901","שקיות אוכל 9 מיקרון ארוז 200 (10*20)","Sandwich Bag 8.5Mic packed 200(200*5*20 in a c arton)","לא","-","-","-","-","-","פריט לא קיים במערכת"
"500-8902","שקיות הקפאה 5 מיק ארוז 100 (5*10)","Freezing Bag 5mic packed 100 (100*10*10 in a case)","לא","-","-","-","-","-","פריט לא קיים במערכת"
"500-8903","שקיות אשפה שקופות 50/50 100 בגליל(40 בקרטון)","Garbage Bags 50/50 packed 100(40 in a case)","לא","-","-","-","-","-","פריט לא קיים במערכת"
"600-7900","סכין מתכלים (50 יח') ארוז 20 בקרטון","BIO Knife (Packed 50) 20 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"600-7901","מזלג מתכלים (50 יח') ארוז 20 בקרטון","BIO Fork (Packed 50) 20 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"600-7902","כף מתכלים (50 יח') ארוז 20 בקרטון","BIO Spoon (Packed 50) 20 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"600-7903","כפית מתכלים (50 יח') ארוז 20 בקרטון","BIO Smallspoon (Packed 50) 20 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"600-7904","צלחת 7" מתכלים  (20 יח') ארוז 50 בקרטון","BIO 7" Plate (Packed 20) 50 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"600-7905","צלחת 9" מתכלים  (20 יח') ארוז 40 בקרטון","BIO 9" Plate (Packed 20) 40 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"600-7906","צלחת 10" מתכלים  (20 יח') ארוז 40 בקרטון","BIO 10" Plate (Packed 20) 40 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"600-7907","צלחת מרק  מתכלים (20 יח') ארוז 50 בקרטון","BIO Soup Plate (Packed 20) 50 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"600-7908","מגש אליפסה מתכלים (20 יח') ארוז 40 בקרטון","BIO Ellipse Plate  (Packed 20) 40 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"700-3900","כפפות ויניל S (100 יח') ארוז 15 בקרטון","Vinil Gloves S (packed 100) 15 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"700-3901","כפפות ויניל M  (100 יח') ארוז 15 בקרטון","Vinil Gloves M (packed 100) 15 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"700-3902","כפפות ויניל L  (100 יח') ארוז 15 בקרטון","Vinil Gloves L (packed 100) 15 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"700-3903","כפפות ויניל XL  (100 יח') ארוז 15 בקרטון","Vinil Gloves XL (packed 100) 15 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"700-3906","כפפות ויניל L  (100 יח') ארוז 10 בקרטון","Vinil Gloves L (packed 100) 10 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"700-3907","כפפות ויניל XL  (100 יח') ארוז 10 בקרטון","Vinil Gloves XL (packed 100) 10 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"700-3908","כפפות TPE שקוף M(100 יח') ארוז 15 בקרטון","Clear TPE Gloves M(packed 100) 15 in a case","כן","12","-","12","0.013","15","הכל בסדר"
"700-3909","כפפות TPE שקוף L(100 יח') ארוז 15 בקרטון","Clear TPE Gloves L(packed 100) 15 in a case","כן","12.6","-","12","0.013","15","הכל בסדר"
"700-3910","כפפות TPE שקוף XL(100 יח') ארוז 15 בקרטון","Clear TPE Gloves XL(packed 100) 15 in a case","כן","15.63","-","12","0.013","15","הכל בסדר"
"700-3911","כפפות TPE כחול M(100 יח') ארוז 15 בקרטון","Blue TPE Gloves M(packed 100) 15 in a case","כן","14.88","-","12","0.013","15","הכל בסדר"
"700-3912","כפפות TPE כחול L(100 יח') ארוז 15 בקרטון","Blue TPE Gloves L(packed 100) 15 in a case","כן","15.98","-","12","0.013","15","הכל בסדר"
"700-3913","כפפות TPE כחול XL(100 יח') ארוז 15 בקרטון","Blue TPE Gloves XL(packed 100) 15 in a case","כן","16.5","-","12","0.013","15","הכל בסדר"
"700-3914","כפפות TPE שקוף S(100 יח') ארוז 15 בקרטון","Clear TPE Gloves S(packed 100) 15 in a case","כן","13.42","-","12","0.013","15","הכל בסדר"
"700-3915","כפפות TPE כחול S(100 יח') ארוז 15 בקרטון","Blue TPE Gloves S(packed 100) 15 in a case","כן","14.1","-","12","0.013","15","הכל בסדר"
"700-3916","כפפות TPE שחור 2.2גר' S(100 יח') ארוז 20 בקרטון","black TPE Gloves 2.2gr S (packed 100) 20 in a case","כן","13.4","-","12","0.025","20","הכל בסדר"
"700-3917","כפפות TPE שחור 2.3גר' M (100 יח') ארוז 20 בקרטון","black TPE Gloves 2.3gr M (packed 100) 20 in a case","כן","13.4","-","12","0.025","20","הכל בסדר"
"700-3918","כפפות TPE שחור2.4גר'  L(100 יח') ארוז 20 בקרטון","black TPE Gloves 2.4gr L (packed 100) 20 in a case","כן","13.4","-","12","0.025","20","הכל בסדר"
"700-3919","כפפות TPE שחור 2.5גר' XL (100 יח') ארוז 20 בקרטון","black TPE Gloves 2.5gr XL (packed 100) 20 in a case","כן","13.4","-","12","0.025","20","הכל בסדר"
"700-3920","כפפות ניטריל כחול S (100 יח') ארוז 10 בקרטון","Black Nitrile Gloves S(packed 100) 10 in a case","כן","16.2","-","12","0.015","10","הכל בסדר"
"700-3921","כפפות ניטריל כחול M (100 יח') ארוז 10 בקרטון","Black Nitrile Gloves M(packed 100) 10 in a case","כן","16.2","-","12","0.015","10","הכל בסדר"
"700-3922","כפפות ניטריל כחול L (100 יח') ארוז 10 בקרטון","Black Nitrile Gloves L (packed 100) 10 in a case","כן","16.2","-","12","0.015","10","הכל בסדר"
"700-3923","כפפות ניטריל כחול XL (100 יח') ארוז 10 בקרטון","Black Nitrile Gloves XL(packed 100) 10 in a case","כן","16.2","-","12","0.015","10","הכל בסדר"
"750-100","טישו 2 שכבות 20*18 ס"מ (100 יח') ארוז 20 בקרטון","Tissue 2layers 18*20cm(packed 100) 20 in a case","לא","-","-","-","-","-","פריט לא קיים במערכת"
"800-3700","שמן זית למאור ארוז 12 בקרטון","Lamp olive oil (packed 12)","כן","34.2","-","-","0.039","12","אחוז רווח (לקטגוריה)"
"800-4900","עגלות שוק (ארוז 2 בקרטון )","shpping cart (Packed 2 in a carton)","כן","41.16","-","-","0.201","2","אחוז רווח (לקטגוריה)"
"800-4901","ספר תורה גדול 10 יחי בקרטון","Big Torah with silver coating pole 10 pcs in a case","כן","118.3","-","-","0.085","10","אחוז רווח (לקטגוריה)"
"800-4902","ספר תורה עגול 2 יחי' בקרטון","Round Sefer Torah 2 pcs/case","כן","254.07","-","-","0.03","2","אחוז רווח (לקטגוריה)"
"800-4903","ספר תורה קטן 10 יחי' בקרטון","Small Sefer Torah 10 pcs in a case","כן","5.71","-","-","0.072","10","אחוז רווח (לקטגוריה)"
"800-4904","ספר תורה עגול 4 יחי' בקרטון","Round Sefer Torah 4 pcs/case","כן","83.28","-","-","0.035","4","אחוז רווח (לקטגוריה)"
"850-080","מארז שוקולד לב בוניטו (8 יח') 20 מארזים בקרטון","Rocher chocolate heart (packed 8) 20 pcs in a carton","כן","44","-","-","0.039","20","אחוז רווח (לקטגוריה)"
"850-081","Arosa 8 Pc Heart Milk Gift Box 20X3.5oz","Arosa 8 Pc Heart Milk Gift Box 20X3.5oz","כן","-","-","-","0.039","20","מחיר ספק; אחוז רווח (לקטגוריה)"
"850-082","Arosa 12 Pc Rectangle Milk Gift Box 10X5.29oz","Arosa 12 Pc Rectangle Milk Gift Box 10X5.29oz","כן","-","-","-","0.039","10","מחיר ספק; אחוז רווח (לקטגוריה)"
"850-120","מארז שוקולד בוניטו (12 יח') 10 מארזים בקרטון","Rocher chocolate case (packed 12) 10 in a carton","כן","31.05","-","-","0.039","10","אחוז רווח (לקטגוריה)"
"850-121","אבקת חלב רזה (בד"ץ) אש נמוכה","Skimmed milk powder (Badatz) low heat","לא","-","-","-","-","-","פריט לא קיים במערכת"
"850-130","מארז חטיפי שוקולד בון (5 יח') ארוז 18 בקרטון","Bon Chocolate case (packed 5) 18 in a carton","כן","17.91","-","-","0.018","18","אחוז רווח (לקטגוריה)"
"850-1300","מנגל חד פעמי ארוז 4 בקרטון","Disposable BBQ, packed 4 per carton","לא","-","-","-","-","-","פריט לא קיים במערכת"
"850-130-20","מארז חטיפי שוקולד בון (5 יח') ארוז 20 בקרטון","Bon Chocolate case (packed 5) 20 in a carton","כן","19.9","-","-","-","20","CBM לקרטון; אחוז רווח (לקטגוריה)"
"850-140","מארז מתנה שוקולד בוניטו (16 יח') ארוז 20 בקרטון","Rocher chocolate gift box (packed 16) 20 in a carton","כן","63","-","-","0.046","1","אחוז רווח (לקטגוריה)"
"850-150","מארז שוקולד בוניטו (15 יח') 10 מארזים בקרטון","BONITTO chocolate case (packed 15)  10 in a carton","כן","39","-","-","0.039","10","אחוז רווח (לקטגוריה)"
"850-160","מארז וופל מצופה (6 יח') ארוז 20 בקרטון","Mini CrujiBom (packed 6) 20 in a carton","כן","17.3","-","-","0.018","20","אחוז רווח (לקטגוריה)"
"850-200","מארז שוקולד בוניטו (20 יח') 10 מארזים בקרטון","BONITTO chocolate box(packed 20) 10 pcs in a carton","כן","51.6","-","-","0.039","10","אחוז רווח (לקטגוריה)"
"850-2220","סכין כסף מנירוסטה 420 (ארוז 150 בקרטון)","Silver Table Knife in 420 material (pack 150 in carton)","כן","85.05","-","20","0.057","150","הכל בסדר"
"850-2221","מזלג כסף מנירוסטה 304 (ארוז 300 בקרטון)","Silver Table Fork in 304 material (pack 300 in carton)","כן","157.5","-","20","0.01","300","הכל בסדר"
"850-2222","כף כסף מנירוסטה 304 (ארוז 300 בקרטון)","Silver Table spoon in 304 material (pack 300 in carton)","כן","157.5","-","20","0.01","300","הכל בסדר"
